County Name,GDP(2015),GDP(2016),GDP(2017),GDP(2018),rank_2018,percent_2016,percent_2017,percent_2018,change_rank2018,State
Harding,"150,860","146,672","133,781","110,695",30,-2.8,-8.8,-17.3,33,New Mexico
Hidalgo,"194,725","188,857","185,673","193,173",28,-3,-1.7,4,5,New Mexico
Lea,"6,677,616","6,023,175","6,626,799","7,791,593",3,-9.8,10,17.6,1,New Mexico
Lincoln,"581,182","579,079","571,364","590,517",20,-0.4,-1.3,3.4,7,New Mexico
Los Alamos,"1,994,809","2,082,560","2,113,033","2,128,143",11,4.4,1.5,0.7,18,New Mexico
Luna,"762,490","769,141","742,469","754,364",17,0.9,-3.5,1.6,13,New Mexico
McKinley,"2,523,990","2,381,551","2,377,395","2,422,005",10,-5.6,-0.2,1.9,11,New Mexico
Mora,"131,137","105,835","74,015","76,640",31,-19.3,-30.1,3.5,6,New Mexico
Otero,"2,424,955","2,459,480","2,471,232","2,526,350",9,1.4,0.5,2.2,9,New Mexico
Quay,"271,051","260,487","261,362","264,816",26,-3.9,0.3,1.3,15,New Mexico
Rio Arriba,"1,428,674","1,415,510","1,406,660","1,343,500",13,-0.9,-0.6,-4.5,28,New Mexico
Roosevelt,"565,725","638,336","667,034","643,474",18,12.8,4.5,-3.5,27,New Mexico
Sandoval,"2,989,408","2,984,347","2,937,060","2,991,564",8,-0.2,-1.6,1.9,12,New Mexico
San Juan,"6,655,678","6,228,398","6,189,598","5,812,050",6,-6.4,-0.6,-6.1,30,New Mexico
San Miguel,"607,695","603,167","588,496","588,905",21,-0.7,-2.4,0.1,21,New Mexico
Santa Fe,"5,835,174","5,810,487","5,748,226","5,825,345",5,-0.4,-1.1,1.3,14,New Mexico
Sierra,"296,633","305,584","306,440","283,461",25,3,0.3,-7.5,31,New Mexico
Socorro,"488,248","480,380","463,697","476,932",22,-1.6,-3.5,2.9,8,New Mexico
Taos,"867,450","872,461","871,736","875,296",16,0.6,-0.1,0.4,20,New Mexico
Torrance,"332,732","306,881","309,239","332,211",24,-7.8,0.8,7.4,3,New Mexico
Union,"231,584","237,922","234,055","214,166",27,2.7,-1.6,-8.5,32,New Mexico
Valencia,"1,115,840","1,132,206","1,198,220","1,261,642",14,1.5,5.8,5.3,4,New Mexico
Albany,"27,048,252","27,577,236","27,798,104","27,767,672",11,2,0.8,-0.1,38,New York
Allegany,"1,344,667","1,307,134","1,306,720","1,314,918",55,-2.8,0,0.6,26,New York
Bronx,"38,864,519","38,921,080","39,819,920","42,695,638",9,0.1,2.3,7.2,2,New York
Broome,"8,727,400","8,703,292","8,865,371","8,981,867",18,-0.3,1.9,1.3,14,New York
Cattaraugus,"2,738,023","2,649,524","2,679,529","2,659,316",35,-3.2,1.1,-0.8,51,New York
Cayuga,"2,532,267","2,466,121","2,472,707","2,455,069",37,-2.6,0.3,-0.7,49,New York
Chautauqua,"4,812,366","4,720,719","4,846,451","4,795,711",28,-1.9,2.7,-1,53,New York
Chemung,"3,672,232","3,598,261","3,573,676","3,625,650",31,-2,-0.7,1.5,12,New York
Chenango,"1,971,041","1,972,456","1,986,133","1,973,842",44,0.1,0.7,-0.6,47,New York
Clinton,"3,519,059","3,498,274","3,565,723","3,554,003",32,-0.6,1.9,-0.3,43,New York
Columbia,"2,313,702","2,293,614","2,234,832","2,234,756",39,-0.9,-2.6,0,36,New York
Cortland,"1,823,915","1,754,693","1,781,987","1,780,484",47,-3.8,1.6,-0.1,37,New York
Delaware,"1,721,280","1,688,280","1,759,604","1,738,567",49,-1.9,4.2,-1.2,55,New York
Dutchess,"12,096,100","12,206,856","12,417,718","12,564,796",15,0.9,1.7,1.2,17,New York
Erie,"50,320,424","50,556,003","51,067,834","51,595,428",7,0.5,1,1,19,New York
Essex,"1,398,071","1,400,243","1,411,164","1,428,868",54,0.2,0.8,1.3,16,New York
Franklin,"1,642,841","1,665,124","1,724,479","1,696,153",50,1.4,3.6,-1.6,58,New York
Fulton,"1,628,782","1,685,308","1,729,982","1,687,432",51,3.5,2.7,-2.5,60,New York
Genesee,"2,223,566","2,117,205","2,189,801","2,176,156",40,-4.8,3.4,-0.6,48,New York
Greene,"1,991,231","2,067,792","2,093,170","2,057,304",42,3.8,1.2,-1.7,59,New York
Hamilton,"246,761","241,928","246,607","250,516",62,-2,1.9,1.6,11,New York
Herkimer,"1,717,691","1,696,935","1,746,998","1,760,557",48,-1.2,3,0.8,23,New York
Jefferson,"6,064,487","5,870,512","5,929,646","5,910,020",24,-3.2,1,-0.3,44,New York
Kings,"81,205,561","82,653,065","85,445,141","91,559,456",3,1.8,3.4,7.2,3,New York
Lewis,"906,174","926,827","937,068","926,216",58,2.3,1.1,-1.2,54,New York
Livingston,"1,891,610","1,851,189","1,984,716","2,021,448",43,-2.1,7.2,1.9,10,New York
Madison,"2,076,126","2,031,060","2,099,267","2,093,954",41,-2.2,3.4,-0.3,41,New York
Monroe,"43,140,086","43,381,854","43,624,348","43,857,509",8,0.6,0.6,0.5,29,New York
Montgomery,"1,731,161","1,742,213","1,809,292","1,796,337",46,0.6,3.9,-0.7,50,New York
Nassau,"80,269,906","80,681,308","81,313,669","81,196,003",5,0.5,0.8,-0.1,39,New York
New York,"573,528,969","585,656,623","601,464,989","600,244,287",1,2.1,2.7,-0.2,40,New York
Niagara,"8,388,828","8,646,433","8,682,100","8,730,408",19,3.1,0.4,0.6,28,New York
Oneida,"9,762,134","9,907,398","10,042,066","10,131,589",17,1.5,1.4,0.9,20,New York
Onondaga,"27,780,869","27,898,437","28,255,882","28,644,000",10,0.4,1.3,1.4,13,New York
Ontario,"5,507,781","5,332,887","5,448,300","5,486,118",25,-3.2,2.2,0.7,25,New York
Orange,"14,672,185","14,820,032","15,073,314","15,425,245",13,1,1.7,2.3,9,New York
Orleans,"1,271,741","1,216,953","1,228,264","1,244,000",57,-4.3,0.9,1.3,15,New York
Oswego,"6,086,390","5,912,547","6,066,338","5,992,557",23,-2.9,2.6,-1.2,56,New York
Otsego,"2,207,943","2,212,215","2,261,655","2,269,245",38,0.2,2.2,0.3,33,New York
Putnam,"2,985,701","3,024,277","3,038,085","3,056,190",34,1.3,0.5,0.6,27,New York
Queens,"85,740,807","86,540,887","88,148,259","93,310,007",2,0.9,1.9,5.9,4,New York
Rensselaer,"5,970,685","6,042,529","6,081,432","6,111,679",22,1.2,0.6,0.5,30,New York
Richmond,"13,135,417","13,191,421","13,466,926","14,514,449",14,0.4,2.1,7.8,1,New York
Rockland,"19,043,649","18,597,075","18,363,045","18,491,409",12,-2.3,-1.3,0.7,24,New York
St. Lawrence,"4,116,825","4,200,119","4,383,886","4,325,055",29,2,4.4,-1.3,57,New York
Saratoga,"9,425,616","9,519,300","9,917,618","10,178,558",16,1,4.2,2.6,6,New York
Schenectady,"7,372,128","7,455,772","7,426,193","7,384,149",20,1.1,-0.4,-0.6,46,New York
Schoharie,"835,761","866,539","903,524","925,013",59,3.7,4.3,2.4,7,New York
Schuyler,"554,743","545,913","538,548","541,201",61,-1.6,-1.3,0.5,31,New York
Seneca,"1,268,235","1,223,935","1,250,509","1,247,337",56,-3.5,2.2,-0.3,42,New York
Steuben,"4,890,557","4,910,437","5,008,340","5,127,024",27,0.4,2,2.4,8,New York
Suffolk,"79,155,650","80,043,110","81,130,606","81,211,899",4,1.1,1.4,0.1,34,New York
Sullivan,"2,456,438","2,477,704","2,525,990","2,619,796",36,0.9,1.9,3.7,5,New York
Tioga,"1,771,057","1,799,913","1,867,065","1,860,690",45,1.6,3.7,-0.3,45,New York
Tompkins,"5,326,929","5,325,458","5,355,968","5,412,942",26,0,0.6,1.1,18,New York
Ulster,"6,033,576","6,065,862","6,184,371","6,237,082",21,0.5,2,0.9,21,New York
Warren,"3,516,729","3,590,915","3,674,566","3,674,608",30,2.1,2.3,0,35,New York
Washington,"1,685,650","1,679,988","1,691,986","1,678,558",52,-0.3,0.7,-0.8,52,New York
Wayne,"3,371,422","3,486,874","3,473,297","3,369,099",33,3.4,-0.4,-3,62,New York
Westchester,"70,147,901","70,992,954","72,788,556","73,404,644",6,1.2,2.5,0.8,22,New York
Wyoming,"1,575,129","1,480,151","1,546,389","1,505,437",53,-6,4.5,-2.6,61,New York
Yates,"795,064","834,030","831,196","834,674",60,4.9,-0.3,0.4,32,New York
Alamance,"5,027,956","5,142,796","5,200,654","5,364,474",18,2.3,1.1,3.1,26,North Carolina
Alexander,"823,327","812,487","832,551","842,421",71,-1.3,2.5,1.2,57,North Carolina
Alleghany,"449,382","452,424","449,034","435,819",86,0.7,-0.7,-2.9,94,North Carolina
Anson,"727,526","704,947","717,191","742,405",73,-3.1,1.7,3.5,19,North Carolina
Ashe,"696,618","708,157","713,269","723,421",74,1.7,0.7,1.4,52,North Carolina
Avery,"539,756","547,967","551,629","561,233",79,1.5,0.7,1.7,46,North Carolina
Beaufort,"1,486,506","1,464,391","1,461,204","1,458,160",52,-1.5,-0.2,-0.2,80,North Carolina
Bertie,"620,038","581,268","590,907","575,857",78,-6.3,1.7,-2.5,93,North Carolina
Bladen,"1,534,716","1,499,085","1,529,270","1,495,126",50,-2.3,2,-2.2,91,North Carolina
Brunswick,"3,411,835","3,533,327","3,622,101","3,648,227",27,3.6,2.5,0.7,65,North Carolina
Buncombe,"10,809,496","11,063,449","11,364,249","11,793,788",8,2.3,2.7,3.8,13,North Carolina
Burke,"2,546,945","2,526,624","2,541,924","2,583,060",33,-0.8,0.6,1.6,50,North Carolina
Cabarrus,"5,842,702","6,157,715","6,466,497","6,399,369",16,5.4,5,-1,86,North Carolina
Caldwell,"2,087,420","2,149,216","2,215,203","2,347,493",36,3,3.1,6,4,North Carolina
Camden,"160,501","153,013","149,751","150,096",98,-4.7,-2.1,0.2,75,North Carolina
Carteret,"1,939,290","1,970,264","2,031,632","2,088,792",42,1.6,3.1,2.8,31,North Carolina
Caswell,"410,859","416,791","422,189","424,740",87,1.4,1.3,0.6,68,North Carolina
Catawba,"7,725,457","7,867,830","8,129,434","8,261,212",9,1.8,3.3,1.6,49,North Carolina
Chatham,"1,329,533","1,327,417","1,374,782","1,384,426",55,-0.2,3.6,0.7,67,North Carolina
Cherokee,"677,129","668,725","674,489","698,213",75,-1.2,0.9,3.5,18,North Carolina
Chowan,"448,630","450,951","471,006","480,691",83,0.5,4.4,2.1,38,North Carolina
Clay,"185,959","183,641","185,571","192,692",96,-1.2,1.1,3.8,12,North Carolina
Cleveland,"3,191,379","3,302,964","3,468,554","3,593,630",28,3.5,5,3.6,17,North Carolina
Columbus,"1,338,727","1,330,520","1,325,820","1,321,227",56,-0.6,-0.4,-0.3,81,North Carolina
Craven,"4,406,139","4,348,858","4,278,374","4,360,609",23,-1.3,-1.6,1.9,43,North Carolina
Cumberland,"15,932,102","15,814,473","15,999,225","16,269,352",6,-0.7,1.2,1.7,47,North Carolina
Currituck,"595,990","573,065","599,949","632,304",76,-3.8,4.7,5.4,7,North Carolina
Dare,"1,760,360","1,741,756","1,770,927","1,787,834",46,-1.1,1.7,1,63,North Carolina
Davidson,"4,312,622","4,531,913","4,708,272","4,683,171",21,5.1,3.9,-0.5,83,North Carolina
Davie,"1,050,328","1,092,842","1,165,652","1,167,374",62,4,6.7,0.1,77,North Carolina
Duplin,"2,232,948","2,191,274","2,235,975","2,122,949",38,-1.9,2,-5.1,97,North Carolina
Durham,"34,363,523","33,897,699","34,665,300","35,921,840",3,-1.4,2.3,3.6,16,North Carolina
Edgecombe,"1,464,921","1,467,042","1,478,580","1,494,281",51,0.1,0.8,1.1,62,North Carolina
Forsyth,"21,321,563","21,293,669","21,513,599","21,641,338",5,-0.1,1,0.6,71,North Carolina
Franklin,"1,189,536","1,195,368","1,236,938","1,279,293",60,0.5,3.5,3.4,22,North Carolina
Gaston,"6,270,238","6,331,095","6,530,380","6,804,692",15,1,3.1,4.2,9,North Carolina
Gates,"146,894","144,911","146,569","148,159",99,-1.3,1.1,1.1,61,North Carolina
Graham,"229,708","211,268","218,290","234,842",95,-8,3.3,7.6,2,North Carolina
Granville,"2,035,253","2,073,674","2,120,106","2,098,627",41,1.9,2.2,-1,85,North Carolina
Greene,"467,207","491,428","513,928","494,686",81,5.2,4.6,-3.7,95,North Carolina
Guilford,"30,734,191","30,328,567","30,886,851","31,387,797",4,-1.3,1.8,1.6,48,North Carolina
Halifax,"1,403,555","1,376,816","1,363,691","1,396,171",54,-1.9,-1,2.4,33,North Carolina
Harnett,"2,021,501","2,071,660","2,124,069","2,167,983",37,2.5,2.5,2.1,37,North Carolina
Haywood,"1,496,082","1,520,300","1,516,459","1,569,361",49,1.6,-0.3,3.5,21,North Carolina
Henderson,"3,795,282","3,994,726","4,075,955","4,235,883",24,5.3,2,3.9,11,North Carolina
Hertford,"772,232","783,188","788,885","780,391",72,1.4,0.7,-1.1,87,North Carolina
Hoke,"823,777","847,554","878,796","862,833",70,2.9,3.7,-1.8,90,North Carolina
Hyde,"261,045","242,303","246,573","256,337",92,-7.2,1.8,4,10,North Carolina
Iredell,"7,133,047","7,260,397","7,230,451","7,394,300",14,1.8,-0.4,2.3,35,North Carolina
Jackson,"1,200,620","1,245,747","1,283,418","1,287,707",59,3.8,3,0.3,73,North Carolina
Johnston,"4,218,400","4,290,371","4,443,268","4,571,119",22,1.7,3.6,2.9,29,North Carolina
Jones,"169,119","181,737","185,819","171,971",97,7.5,2.2,-7.5,100,North Carolina
Lee,"3,167,808","3,090,131","3,121,920","3,210,730",29,-2.5,1,2.8,30,North Carolina
Lenoir,"2,487,698","2,457,167","2,548,022","2,577,693",34,-1.2,3.7,1.2,59,North Carolina
Lincoln,"1,962,659","2,012,355","2,048,504","2,116,667",39,2.5,1.8,3.3,25,North Carolina
McDowell,"1,283,270","1,261,653","1,298,305","1,306,127",57,-1.7,2.9,0.6,69,North Carolina
Macon,"972,082","964,272","978,753","1,009,238",65,-0.8,1.5,3.1,27,North Carolina
Madison,"359,391","358,964","366,218","370,832",89,-0.1,2,1.3,56,North Carolina
Martin,"627,283","620,081","618,511","614,404",77,-1.1,-0.3,-0.7,84,North Carolina
Mecklenburg,"92,297,858","92,994,049","95,855,607","97,637,010",1,0.8,3.1,1.9,45,North Carolina
Mitchell,"427,726","427,702","435,652","461,212",84,0,1.9,5.9,5,North Carolina
Montgomery,"844,812","849,711","851,901","870,571",69,0.6,0.3,2.2,36,North Carolina
Moore,"2,967,268","3,030,381","3,087,360","3,190,937",30,2.1,1.9,3.4,23,North Carolina
Nash,"7,117,694","7,692,590","7,608,901","7,510,036",13,8.1,-1.1,-1.3,88,North Carolina
New Hanover,"11,268,387","11,688,995","11,864,700","12,296,654",7,3.7,1.5,3.6,15,North Carolina
Northampton,"484,410","479,657","481,893","488,283",82,-1,0.5,1.3,53,North Carolina
Onslow,"7,823,390","8,207,955","8,005,278","8,155,742",10,4.9,-2.5,1.9,44,North Carolina
Orange,"7,032,675","7,223,097","7,341,967","7,675,148",12,2.7,1.6,4.5,8,North Carolina
Pamlico,"266,811","266,239","268,789","274,286",91,-0.2,1,2,39,North Carolina
Pasquotank,"1,400,204","1,397,687","1,412,519","1,414,396",53,-0.2,1.1,0.1,78,North Carolina
Pender,"1,037,407","1,099,411","1,127,053","1,141,947",63,6,2.5,1.3,54,North Carolina
Perquimans,"202,356","202,571","234,335","236,000",94,0.1,15.7,0.7,66,North Carolina
Person,"1,473,982","1,429,239","1,300,679","1,302,748",58,-3,-9,0.2,76,North Carolina
Pitt,"7,526,442","7,534,598","7,719,111","7,778,281",11,0.1,2.4,0.8,64,North Carolina
Polk,"462,233","462,178","452,732","458,682",85,0,-2,1.3,55,North Carolina
Randolph,"3,890,738","3,857,985","3,915,646","3,960,189",25,-0.8,1.5,1.1,60,North Carolina
Richmond,"1,754,462","1,770,417","1,748,608","1,845,375",45,0.9,-1.2,5.5,6,North Carolina
Robeson,"3,055,855","2,996,269","3,065,727","3,083,812",31,-1.9,2.3,0.6,72,North Carolina
Rockingham,"2,959,621","2,966,286","2,923,215","2,957,387",32,0.2,-1.5,1.2,58,North Carolina
Rowan,"4,538,382","4,633,194","4,688,045","4,829,489",19,2.1,1.2,3,28,North Carolina
Rutherford,"1,560,750","1,578,507","1,588,194","1,643,630",48,1.1,0.6,3.5,20,North Carolina
Sampson,"2,103,971","2,121,400","2,137,020","2,053,485",43,0.8,0.7,-3.9,96,North Carolina
Scotland,"949,731","943,861","959,215","982,653",67,-0.6,1.6,2.4,32,North Carolina
Stanly,"1,616,731","1,669,552","1,715,003","1,749,811",47,3.3,2.7,2,40,North Carolina
Stokes,"1,163,925","1,085,314","1,043,722","988,135",66,-6.8,-3.8,-5.3,98,North Carolina
Surry,"2,357,193","2,350,239","2,390,757","2,447,200",35,-0.3,1.7,2.4,34,North Carolina
Swain,"522,380","520,435","515,112","534,478",80,-0.4,-1,3.8,14,North Carolina
Transylvania,"885,429","926,855","931,944","963,170",68,4.7,0.5,3.4,24,North Carolina
Tyrrell,"112,498","115,497","111,921","105,323",100,2.7,-3.1,-5.9,99,North Carolina
Union,"5,687,927","5,833,726","6,092,179","6,210,252",17,2.6,4.4,1.9,42,North Carolina
Vance,"1,208,249","1,215,038","1,208,062","1,202,825",61,0.6,-0.6,-0.4,82,North Carolina
Wake,"61,468,221","64,182,144","66,188,586","70,297,010",2,4.4,3.1,6.2,3,North Carolina
Warren,"335,188","327,648","323,076","323,338",90,-2.2,-1.4,0.1,79,North Carolina
Washington,"256,639","252,520","252,370","253,888",93,-1.6,-0.1,0.6,70,North Carolina
Watauga,"1,826,776","1,839,582","1,887,055","1,924,260",44,0.7,2.6,2,41,North Carolina
Wayne,"4,685,843","4,637,941","4,702,700","4,714,200",20,-1,1.4,0.2,74,North Carolina
Wilkes,"2,089,128","2,070,085","2,132,974","2,103,352",40,-0.9,3,-1.4,89,North Carolina
Wilson,"3,790,647","3,775,521","3,830,882","3,890,550",26,-0.4,1.5,1.6,51,North Carolina
Yadkin,"983,467","1,024,254","1,078,335","1,053,658",64,4.1,5.3,-2.3,92,North Carolina
Yancey,"348,411","359,684","364,136","412,309",88,3.2,1.2,13.2,1,North Carolina
Adams,"138,995","132,063","211,640","163,724",39,-5,60.3,-22.6,52,North Dakota
Barnes,"563,345","676,389","636,932","659,641",16,20.1,-5.8,3.6,20,North Dakota
Benson,"244,891","174,124","176,223","213,186",33,-28.9,1.2,21,8,North Dakota
Billings,"165,118","121,732","124,315","123,345",47,-26.3,2.1,-0.8,34,North Dakota
Bottineau,"327,405","315,255","288,579","358,288",23,-3.7,-8.5,24.2,6,North Dakota
Bowman,"319,169","253,833","287,857","246,299",32,-20.5,13.4,-14.4,47,North Dakota
Burke,"227,834","167,052","157,692","137,304",43,-26.7,-5.6,-12.9,46,North Dakota
Burleigh,"5,365,185","5,199,793","5,162,417","5,212,246",3,-3.1,-0.7,1,28,North Dakota
Cass,"10,994,343","10,901,197","10,886,640","11,198,520",1,-0.8,-0.1,2.9,23,North Dakota
Cavalier,"312,546","390,680","343,051","448,729",19,25,-12.2,30.8,3,North Dakota
Dickey,"257,245","290,617","228,929","292,025",24,13,-21.2,27.6,5,North Dakota
Divide,"361,600","227,484","213,937","192,612",34,-37.1,-6,-10,42,North Dakota
Dunn,"1,137,588","849,245","943,825","973,681",11,-25.3,11.1,3.2,21,North Dakota
Eddy,"115,951","89,409","113,713","115,790",48,-22.9,27.2,1.8,26,North Dakota
Emmons,"162,230","214,180","175,605","172,102",38,32,-18,-2,35,North Dakota
Foster,"274,473","345,558","302,783","272,478",27,25.9,-12.4,-10,43,North Dakota
Golden Valley,"81,873","80,374","76,497","77,051",51,-1.8,-4.8,0.7,31,North Dakota
Grand Forks,"3,645,135","3,608,213","3,691,868","3,740,414",4,-1,2.3,1.3,27,North Dakota
Grant,"107,374","124,551","146,863","82,249",50,16,17.9,-44,53,North Dakota
Griggs,"142,901","191,599","154,534","141,446",42,34.1,-19.3,-8.5,39,North Dakota
Hettinger,"152,128","116,250","125,762","115,597",49,-23.6,8.2,-8.1,38,North Dakota
Kidder,"155,752","111,843","124,336","135,635",44,-28.2,11.2,9.1,14,North Dakota
LaMoure,"236,963","307,707","186,174","280,936",25,29.9,-39.5,50.9,1,North Dakota
Logan,"163,124","166,350","191,340","192,265",35,2,15,0.5,32,North Dakota
McHenry,"290,240","233,487","225,380","278,859",26,-19.6,-3.5,23.7,7,North Dakota
McIntosh,"153,705","153,020","210,576","185,579",36,-0.4,37.6,-11.9,44,North Dakota
McKenzie,"2,933,082","2,464,867","2,586,303","2,956,333",6,-16,4.9,14.3,11,North Dakota
McLean,"693,917","733,122","670,149","753,102",15,5.6,-8.6,12.4,12,North Dakota
Mercer,"1,064,167","1,158,086","1,058,324","957,979",12,8.8,-8.6,-9.5,41,North Dakota
Morton,"1,459,401","1,378,960","1,466,400","1,477,280",9,-5.5,6.3,0.7,30,North Dakota
Mountrail,"1,945,472","1,524,876","1,482,099","1,518,221",8,-21.6,-2.8,2.4,25,North Dakota
Nelson,"121,239","157,064","192,731","155,934",40,29.5,22.7,-19.1,51,North Dakota
Oliver,"264,424","253,172","261,681","256,140",30,-4.3,3.4,-2.1,36,North Dakota
Pembina,"395,027","352,260","357,025","359,871",22,-10.8,1.4,0.8,29,North Dakota
Pierce,"235,912","214,859","220,620","262,660",29,-8.9,2.7,19.1,9,North Dakota
Ramsey,"592,098","556,916","550,038","516,137",17,-5.9,-1.2,-6.2,37,North Dakota
Ransom,"230,984","246,493","232,993","249,745",31,6.7,-5.5,7.2,17,North Dakota
Renville,"117,062","154,802","107,119","146,690",41,32.2,-30.8,36.9,2,North Dakota
Richland,"759,077","907,650","925,152","950,729",13,19.6,1.9,2.8,24,North Dakota
Rolette,"366,967","353,423","373,961","374,598",21,-3.7,5.8,0.2,33,North Dakota
Sargent,"825,761","792,298","790,211","854,986",14,-4.1,-0.3,8.2,16,North Dakota
Sheridan,"71,139","71,000","47,473","40,615",53,-0.2,-33.1,-14.4,48,North Dakota
Sioux,"178,396","163,302","153,906","129,712",45,-8.5,-5.8,-15.7,49,North Dakota
Slope,"100,784","75,565","49,973","57,324",52,-25,-33.9,14.7,10,North Dakota
Stark,"3,070,264","2,377,398","2,412,100","2,523,736",7,-22.6,1.5,4.6,19,North Dakota
Steele,"128,484","227,906","178,207","183,572",37,77.4,-21.8,3,22,North Dakota
Stutsman,"1,058,119","1,265,419","1,230,690","1,337,331",10,19.6,-2.7,8.7,15,North Dakota
Towner,"86,568","81,594","96,848","125,071",46,-5.7,18.7,29.1,4,North Dakota
Traill,"418,394","409,375","436,391","397,360",20,-2.2,6.6,-8.9,40,North Dakota
Walsh,"565,198","448,297","559,783","487,946",18,-20.7,24.9,-12.8,45,North Dakota
Ward,"4,055,404","3,650,218","3,555,409","3,733,225",5,-10,-2.6,5,18,North Dakota
Wells,"268,488","265,222","323,939","268,583",28,-1.2,22.1,-17.1,50,North Dakota
Williams,"6,721,576","4,887,064","4,921,056","5,435,976",2,-27.3,0.7,10.5,13,North Dakota
Adams,"1,369,333","1,528,527","1,285,726","835,269",80,11.6,-15.9,-35,88,Ohio
Allen,"7,017,857","7,137,897","7,249,480","7,558,930",16,1.7,1.6,4.3,21,Ohio
Ashland,"1,609,795","1,598,130","1,595,899","1,627,015",65,-0.7,-0.1,1.9,43,Ohio
Ashtabula,"2,784,450","2,683,288","2,719,196","2,781,238",41,-3.6,1.3,2.3,36,Ohio
Athens,"1,892,880","1,898,820","1,961,671","1,899,070",56,0.3,3.3,-3.2,81,Ohio
Auglaize,"2,009,807","2,003,508","2,074,560","2,234,651",47,-0.3,3.5,7.7,11,Ohio
Belmont,"4,355,531","5,175,882","6,448,543","6,153,399",20,18.8,24.6,-4.6,85,Ohio
Brown,"780,418","769,987","787,000","785,545",81,-1.3,2.2,-0.2,70,Ohio
Butler,"16,808,916","17,223,274","17,759,787","18,352,682",7,2.5,3.1,3.3,27,Ohio
Carroll,"3,102,236","3,617,615","3,232,375","3,157,285",37,16.6,-10.6,-2.3,79,Ohio
Champaign,"1,025,201","992,346","1,089,925","1,058,604",75,-3.2,9.8,-2.9,80,Ohio
Clark,"4,294,566","4,284,040","4,352,218","4,414,081",26,-0.2,1.6,1.4,55,Ohio
Clermont,"7,418,889","7,195,908","7,471,274","7,620,619",15,-3,3.8,2,41,Ohio
Clinton,"1,764,094","1,787,618","1,827,429","1,933,426",54,1.3,2.2,5.8,14,Ohio
Columbiana,"3,102,927","2,960,143","2,964,828","2,970,872",38,-4.6,0.2,0.2,67,Ohio
Coshocton,"1,551,870","1,383,780","1,329,803","1,331,966",68,-10.8,-3.9,0.2,68,Ohio
Crawford,"1,267,182","1,243,057","1,250,396","1,235,200",71,-1.9,0.6,-1.2,77,Ohio
Cuyahoga,"85,763,963","85,879,394","86,988,138","88,717,686",1,0.1,1.3,2,42,Ohio
Darke,"1,719,201","2,012,476","1,903,407","1,841,018",58,17.1,-5.4,-3.3,83,Ohio
Defiance,"1,692,186","1,734,683","1,653,830","1,710,144",61,2.5,-4.7,3.4,26,Ohio
Delaware,"8,974,761","9,271,953","9,765,615","9,853,034",11,3.3,5.3,0.9,60,Ohio
